GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC08,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,HC02_EST_VC74,HC02_EST_VC75,HC02_EST_VC76,HC02_EST_VC77,HC02_EST_VC80,HC02_EST_VC81,HC02_EST_VC82,HC02_EST_VC83,HC02_EST_VC84,HC02_EST_VC85
Id,Id2,Geography,Percent; Estimate; Population 25 years and over,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Less than high school graduate,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - High school graduate (includes equivalency),Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Some college or associate's degree,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Bachelor's degree,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Graduate or professional degree
0400000US01,01,Alabama,(X),5.0,10.2,31.0,21.9,7.9,15.1,8.9,84.8,24.0,30.9,16.3,12.2,4.4,(X),(X),(X),(X),(X),(X)
0400000US02,02,Alaska,(X),2.7,4.9,27.7,27.5,8.3,18.4,10.4,92.3,28.8,19.5,12.1,6.1,2.7,(X),(X),(X),(X),(X),(X)
0400000US04,04,Arizona,(X),6.1,7.7,24.3,25.5,8.5,17.5,10.4,86.2,28.0,31.0,16.8,11.2,5.5,(X),(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,(X),5.4,9.4,34.7,22.6,6.4,13.9,7.6,85.2,21.5,28.9,16.4,12.6,4.4,(X),(X),(X),(X),(X),(X)
0400000US06,06,California,(X),9.9,8.0,20.6,21.7,7.8,20.1,11.9,82.1,32.0,25.3,15.5,10.9,5.3,(X),(X),(X),(X),(X),(X)
0400000US08,08,Colorado,(X),3.7,5.3,21.7,22.2,8.4,24.4,14.3,91.0,38.7,24.2,12.0,9.2,4.4,(X),(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,(X),4.2,5.7,27.3,17.3,7.5,21.3,16.8,90.1,38.0,24.1,10.9,7.8,3.3,(X),(X),(X),(X),(X),(X)
0400000US10,10,Delaware,(X),3.8,7.4,31.1,19.5,7.7,18.1,12.4,88.8,30.5,22.5,11.5,8.0,3.5,(X),(X),(X),(X),(X),(X)
0400000US11,11,District of Columbia,(X),4.0,6.0,18.0,13.5,3.1,23.4,32.0,90.0,55.4,34.8,24.3,17.3,5.5,(X),(X),(X),(X),(X),(X)
0400000US12,12,Florida,(X),5.2,7.6,29.2,20.6,9.6,17.8,10.0,87.2,27.9,27.7,15.9,11.0,6.0,(X),(X),(X),(X),(X),(X)
0400000US13,13,Georgia,(X),5.2,8.9,28.1,21.0,7.4,18.3,11.1,85.8,29.4,30.3,16.9,11.9,4.8,(X),(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,(X),3.9,4.8,27.8,21.7,10.4,20.7,10.6,91.3,31.4,18.9,12.1,8.5,4.8,(X),(X),(X),(X),(X),(X)
0400000US16,16,Idaho,(X),3.8,6.2,27.6,26.8,9.3,17.9,8.4,90.0,26.2,23.4,14.3,11.0,5.3,(X),(X),(X),(X),(X),(X)
0400000US17,17,Illinois,(X),5.3,6.4,26.5,21.1,7.8,20.2,12.7,88.3,32.9,24.5,13.7,10.2,4.5,(X),(X),(X),(X),(X),(X)
0400000US18,18,Indiana,(X),3.9,8.0,34.2,20.8,8.4,15.7,8.9,88.1,24.6,26.2,12.2,10.3,4.1,(X),(X),(X),(X),(X),(X)
0400000US19,19,Iowa,(X),3.2,5.1,31.9,21.4,11.3,18.4,8.7,91.7,27.2,22.6,10.8,8.6,3.5,(X),(X),(X),(X),(X),(X)
0400000US20,20,Kansas,(X),3.8,5.9,26.6,23.9,8.1,20.2,11.4,90.3,31.6,23.8,12.7,9.4,3.5,(X),(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,(X),6.4,8.9,33.3,20.8,7.8,13.4,9.3,84.6,22.7,32.9,16.6,12.7,4.5,(X),(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,(X),5.6,10.6,33.9,21.3,5.7,15.1,7.9,83.8,23.0,32.1,17.0,12.9,5.0,(X),(X),(X),(X),(X),(X)
0400000US23,23,Maine,(X),2.9,5.2,33.2,19.7,9.7,18.9,10.5,91.9,29.3,27.3,14.8,10.1,4.2,(X),(X),(X),(X),(X),(X)
0400000US24,24,Maryland,(X),4.1,6.3,25.4,19.4,6.4,20.7,17.7,89.6,38.4,20.6,10.9,7.5,3.1,(X),(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,(X),4.7,5.3,25.1,16.0,7.7,23.1,18.2,90.1,41.2,25.0,12.2,8.9,4.3,(X),(X),(X),(X),(X),(X)
0400000US26,26,Michigan,(X),3.1,7.0,29.6,23.8,9.1,16.7,10.7,89.9,27.4,29.6,15.1,11.4,4.5,(X),(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,(X),3.1,4.3,25.7,21.7,11.0,22.8,11.5,92.6,34.2,25.2,10.9,7.8,3.1,(X),(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,(X),5.8,11.2,30.4,22.8,8.7,13.1,7.9,83.0,21.0,34.0,20.1,14.4,5.4,(X),(X),(X),(X),(X),(X)
0400000US29,29,Missouri,(X),3.6,7.6,31.1,22.5,7.6,17.2,10.4,88.8,27.6,28.2,13.8,10.9,4.3,(X),(X),(X),(X),(X),(X)
0400000US30,30,Montana,(X),2.0,5.1,29.8,24.5,8.7,20.2,9.8,92.9,29.9,25.1,14.3,12.0,5.3,(X),(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,(X),4.1,5.2,27.0,23.6,10.1,20.1,9.9,90.7,30.0,24.8,10.9,8.6,3.5,(X),(X),(X),(X),(X),(X)
0400000US32,32,Nevada,(X),6.1,8.5,28.3,26.0,7.9,15.3,7.9,85.4,23.2,22.3,13.7,10.3,5.8,(X),(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,(X),2.4,5.1,28.4,19.0,9.8,22.1,13.4,92.6,35.5,17.7,8.8,6.9,3.2,(X),(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,(X),5.2,5.9,28.2,16.8,6.4,23.1,14.4,88.9,37.5,22.3,11.5,8.0,3.6,(X),(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,(X),6.8,8.6,26.4,23.5,8.1,15.0,11.6,84.6,26.7,34.3,18.8,15.1,6.4,(X),(X),(X),(X),(X),(X)
