GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC08,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,HC02_EST_VC74,HC02_EST_VC75,HC02_EST_VC76,HC02_EST_VC77,HC02_EST_VC80,HC02_EST_VC81,HC02_EST_VC82,HC02_EST_VC83,HC02_EST_VC84,HC02_EST_VC85
Id,Id2,Geography,Percent; Estimate; Population 25 years and over,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Percent; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Less than high school graduate,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - High school graduate (includes equivalency),Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Some college or associate's degree,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Bachelor's degree,Percent; Estimate; MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings - Graduate or professional degree
0400000US01,01,Alabama,(X),5.2,10.6,31.0,22.0,7.8,14.8,8.7,84.3,23.5,30.9,16.4,12.3,4.4,(X),(X),(X),(X),(X),(X)
0400000US02,02,Alaska,(X),2.9,5.0,27.8,28.2,8.1,17.9,10.1,92.1,28.0,19.0,11.7,6.3,2.7,(X),(X),(X),(X),(X),(X)
0400000US04,04,Arizona,(X),6.2,7.7,24.4,25.7,8.5,17.3,10.2,86.0,27.5,32.1,17.0,11.2,5.4,(X),(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,(X),5.7,9.6,34.9,22.5,6.3,13.6,7.5,84.8,21.1,29.4,16.4,12.9,4.4,(X),(X),(X),(X),(X),(X)
0400000US06,06,California,(X),10.0,8.2,20.7,21.8,7.8,19.8,11.6,81.8,31.4,26.0,15.7,11.0,5.3,(X),(X),(X),(X),(X),(X)
0400000US08,08,Colorado,(X),3.9,5.4,21.8,22.5,8.3,24.1,14.0,90.7,38.1,24.9,12.3,9.2,4.5,(X),(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,(X),4.3,5.9,27.4,17.5,7.4,21.0,16.6,89.9,37.6,24.0,10.9,7.9,3.3,(X),(X),(X),(X),(X),(X)
0400000US10,10,Delaware,(X),4.0,7.7,31.1,19.7,7.5,17.8,12.2,88.4,30.0,23.0,11.3,7.8,3.4,(X),(X),(X),(X),(X),(X)
0400000US11,11,District of Columbia,(X),4.3,6.4,18.0,13.7,3.1,23.3,31.3,89.3,54.6,35.0,23.9,16.9,5.1,(X),(X),(X),(X),(X),(X)
0400000US12,12,Florida,(X),5.3,7.8,29.5,20.7,9.4,17.5,9.8,86.9,27.3,28.3,16.1,11.2,5.9,(X),(X),(X),(X),(X),(X)
0400000US13,13,Georgia,(X),5.4,9.2,28.4,21.0,7.2,18.1,10.7,85.4,28.8,31.1,17.2,12.1,5.0,(X),(X),(X),(X),(X),(X)
0400000US15,15,Hawaii,(X),4.1,4.9,27.9,22.0,10.3,20.4,10.5,91.0,30.8,19.0,12.3,8.6,4.8,(X),(X),(X),(X),(X),(X)
0400000US16,16,Idaho,(X),4.1,6.4,27.5,26.9,9.2,17.7,8.2,89.5,25.9,23.8,14.1,11.0,5.5,(X),(X),(X),(X),(X),(X)
0400000US17,17,Illinois,(X),5.4,6.6,26.8,21.1,7.7,19.9,12.4,87.9,32.3,24.7,13.8,10.2,4.5,(X),(X),(X),(X),(X),(X)
0400000US18,18,Indiana,(X),4.0,8.2,34.6,20.9,8.2,15.4,8.7,87.8,24.1,26.7,12.1,10.5,4.1,(X),(X),(X),(X),(X),(X)
0400000US19,19,Iowa,(X),3.3,5.2,32.2,21.5,11.1,18.2,8.5,91.5,26.7,22.5,10.7,8.7,3.5,(X),(X),(X),(X),(X),(X)
0400000US20,20,Kansas,(X),3.9,5.9,27.0,24.2,8.0,20.0,11.0,90.2,31.0,23.8,12.6,9.4,3.5,(X),(X),(X),(X),(X),(X)
0400000US21,21,Kentucky,(X),6.7,9.2,33.6,20.8,7.5,13.1,9.2,84.2,22.3,32.7,16.4,12.6,4.4,(X),(X),(X),(X),(X),(X)
0400000US22,22,Louisiana,(X),5.8,10.8,33.9,21.4,5.5,14.8,7.7,83.4,22.5,31.7,16.9,12.9,4.9,(X),(X),(X),(X),(X),(X)
0400000US23,23,Maine,(X),3.1,5.3,33.2,19.9,9.5,18.7,10.3,91.6,29.0,27.3,14.9,10.3,4.5,(X),(X),(X),(X),(X),(X)
0400000US24,24,Maryland,(X),4.2,6.5,25.5,19.5,6.4,20.6,17.3,89.4,37.9,20.8,10.8,7.6,3.1,(X),(X),(X),(X),(X),(X)
0400000US25,25,Massachusetts,(X),4.8,5.4,25.4,16.2,7.7,22.8,17.7,89.8,40.5,25.2,12.1,8.9,4.3,(X),(X),(X),(X),(X),(X)
0400000US26,26,Michigan,(X),3.2,7.2,29.9,23.8,8.9,16.5,10.5,89.6,26.9,29.6,15.2,11.7,4.5,(X),(X),(X),(X),(X),(X)
0400000US27,27,Minnesota,(X),3.1,4.4,26.1,21.9,10.7,22.5,11.2,92.4,33.7,25.7,11.1,8.0,3.2,(X),(X),(X),(X),(X),(X)
0400000US28,28,Mississippi,(X),6.1,11.5,30.3,22.8,8.6,12.9,7.7,82.3,20.7,34.0,19.7,14.5,5.3,(X),(X),(X),(X),(X),(X)
0400000US29,29,Missouri,(X),3.7,7.9,31.3,22.6,7.4,16.9,10.2,88.4,27.1,28.0,13.8,11.0,4.5,(X),(X),(X),(X),(X),(X)
0400000US30,30,Montana,(X),2.1,5.1,30.1,24.8,8.4,20.0,9.5,92.8,29.5,24.7,14.4,11.8,5.1,(X),(X),(X),(X),(X),(X)
0400000US31,31,Nebraska,(X),4.1,5.2,27.5,23.9,9.9,19.6,9.7,90.7,29.3,24.9,10.9,8.8,3.5,(X),(X),(X),(X),(X),(X)
0400000US32,32,Nevada,(X),6.2,8.7,28.2,26.0,7.8,15.2,7.9,85.1,23.0,23.1,13.8,10.5,6.0,(X),(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,(X),2.5,5.2,28.8,19.0,9.6,21.8,13.0,92.3,34.9,18.0,8.8,7.1,3.0,(X),(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,(X),5.3,6.1,28.6,16.9,6.3,22.8,14.0,88.6,36.8,22.3,11.2,7.9,3.5,(X),(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,(X),7.0,8.8,26.4,23.6,7.8,14.8,11.5,84.2,26.3,34.2,18.9,14.9,6.3,(X),(X),(X),(X),(X),(X)
0400000US36,36,New York,(X),6.7,7.7,26.7,16.2,8.5,19.4,14.8,85.6,34.2,29.3,15.1,10.8,5.3,(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,(X),5.4,8.8,26.7,21.8,9.0,18.4,9.9,85.8,28.4,30.8,15.9,11.8,4.3,(X),(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,(X),3.9,4.4,27.4,23.4,13.2,20.1,7.6,91.7,27.7,21.9,10.4,7.4,3.3,(X),(X),(X),(X),(X),(X)
0400000US39,39,Ohio,(X),3.1,7.8,34.1,20.7,8.2,16.4,9.7,89.1,26.1,29.0,13.4,11.3,4.0,(X),(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,(X),4.4,8.6,31.7,23.9,7.2,16.1,8.0,86.9,24.1,27.4,15.1,11.3,4.5,(X),(X),(X),(X),(X),(X)
0400000US41,41,Oregon,(X),4.0,6.2,24.3,26.3,8.4,19.3,11.5,89.8,30.8,27.2,15.9,12.8,6.2,(X),(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,(X),3.5,7.3,36.4,16.3,7.9,17.4,11.2,89.2,28.6,25.2,12.0,9.3,4.0,(X),(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,(X),6.0,7.8,27.3,18.5,8.5,19.1,12.8,86.2,31.9,24.9,13.6,10.2,3.9,(X),(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,(X),4.9,9.5,29.8,21.0,8.9,16.5,9.3,85.6,25.8,31.4,16.3,11.1,4.4,(X),(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,(X),3.9,5.2,31.3,21.9,10.7,19.0,8.0,90.9,27.0,27.3,12.1,9.4,4.3,(X),(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,(X),5.6,8.9,33.0,21.0,6.6,15.9,9.0,85.5,24.9,30.3,15.9,11.2,4.2,(X),(X),(X),(X),(X),(X)
0400000US48,48,Texas,(X),9.1,9.0,25.2,22.5,6.7,18.2,9.4,81.9,27.6,28.9,14.9,9.9,4.3,(X),(X),(X),(X),(X),(X)
0400000US49,49,Utah,(X),3.0,5.8,23.2,27.4,9.6,20.8,10.4,91.2,31.1,23.2,11.2,8.5,4.5,(X),(X),(X),(X),(X),(X)
0400000US50,50,Vermont,(X),2.9,5.3,30.1,17.4,8.4,21.7,14.3,91.8,36.0,23.8,10.9,9.0,4.2,(X),(X),(X),(X),(X),(X)
0400000US51,51,Virginia,(X),4.8,6.9,24.8,19.9,7.3,21.0,15.4,88.3,36.3,22.6,12.0,8.1,3.2,(X),(X),(X),(X),(X),(X)
0400000US53,53,Washington,(X),4.0,5.5,23.3,24.6,9.8,20.9,12.0,90.4,32.9,25.1,13.1,10.3,4.4,(X),(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,(X),5.2,9.8,40.7,18.5,6.6,11.7,7.4,85.0,19.2,29.4,14.8,12.4,4.5,(X),(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,(X),3.1,5.8,32.0,21.1,10.1,18.4,9.4,91.0,27.8,24.3,11.0,8.9,3.6,(X),(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,(X),2.0,5.7,29.4,26.9,10.3,17.1,8.6,92.3,25.7,19.9,10.2,7.5,4.2,(X),(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,(X),17.5,9.5,27.1,12.5,9.3,17.4,6.7,73.0,24.2,62.8,47.2,34.4,14.1,(X),(X),(X),(X),(X),(X)
